Invoice,InvoiceDate,Customer_ID,Country
520203,2010-08-24 16:02:00,12720.0,Germany
520204,2010-08-24 16:08:00,16985.0,United Kingdom
C520205,2010-08-24 16:11:00,17133.0,United Kingdom
520206,2010-08-24 16:12:00,16985.0,United Kingdom
520207,2010-08-24 16:14:00,15666.0,United Kingdom
520210,2010-08-24 17:14:00,17292.0,United Kingdom
520212,2010-08-24 17:21:00,16033.0,United Kingdom
520211,2010-08-24 17:21:00,18124.0,United Kingdom
520213,2010-08-24 17:31:00,17602.0,United Kingdom
520214,2010-08-25 07:46:00,14895.0,United Kingdom
520215,2010-08-25 09:33:00,18071.0,United Kingdom
520216,2010-08-25 09:34:00,18071.0,United Kingdom
520217,2010-08-25 09:37:00,13162.0,United Kingdom
520218,2010-08-25 09:39:00,17720.0,United Kingdom
520220,2010-08-25 09:44:00,12621.0,Germany
520221,2010-08-25 09:44:00,16456.0,United Kingdom
520222,2010-08-25 09:56:00,17416.0,United Kingdom
520223,2010-08-25 09:57:00,17416.0,United Kingdom
C520224,2010-08-25 10:02:00,12826.0,United Kingdom
520225,2010-08-25 10:08:00,13799.0,United Kingdom
520226,2010-08-25 10:16:00,14344.0,United Kingdom
520228,2010-08-25 10:22:00,15093.0,United Kingdom
520230,2010-08-25 10:25:00,14401.0,United Kingdom
520231,2010-08-25 10:41:00,15953.0,United Kingdom
520246,2010-08-25 11:07:00,12721.0,France
520291,2010-08-25 11:34:00,13654.0,United Kingdom
C520298,2010-08-25 11:35:00,16985.0,United Kingdom
520312,2010-08-25 11:40:00,17044.0,United Kingdom
520316,2010-08-25 11:41:00,12971.0,United Kingdom
520317,2010-08-25 11:47:00,14229.0,United Kingdom
520318,2010-08-25 11:52:00,17604.0,United Kingdom
520319,2010-08-25 11:58:00,16175.0,United Kingdom
520320,2010-08-25 12:12:00,16701.0,United Kingdom
520322,2010-08-25 12:16:00,13648.0,United Kingdom
520324,2010-08-25 12:18:00,14334.0,United Kingdom
520323,2010-08-25 12:18:00,13648.0,United Kingdom
520327,2010-08-25 12:20:00,15570.0,United Kingdom
C520329,2010-08-25 12:25:00,16779.0,United Kingdom
520334,2010-08-25 12:31:00,16200.0,United Kingdom
520336,2010-08-25 12:39:00,16019.0,United Kingdom
520337,2010-08-25 12:42:00,15950.0,United Kingdom
520339,2010-08-25 12:43:00,16779.0,United Kingdom
C520338,2010-08-25 12:43:00,13520.0,Switzerland
520340,2010-08-25 12:55:00,15039.0,United Kingdom
C520341,2010-08-25 12:58:00,16019.0,United Kingdom
520342,2010-08-25 13:02:00,13090.0,United Kingdom
520343,2010-08-25 13:03:00,17949.0,United Kingdom
520344,2010-08-25 13:05:00,13680.0,United Kingdom
520345,2010-08-25 13:05:00,16199.0,United Kingdom
520346,2010-08-25 13:08:00,14408.0,United Kingdom
520347,2010-08-25 13:10:00,17146.0,United Kingdom
C520348,2010-08-25 13:19:00,16029.0,United Kingdom
520349,2010-08-25 13:22:00,12682.0,France
520350,2010-08-25 13:27:00,16570.0,United Kingdom
520351,2010-08-25 13:28:00,12720.0,Germany
520352,2010-08-25 13:29:00,17243.0,United Kingdom
520353,2010-08-25 13:29:00,17746.0,United Kingdom
520354,2010-08-25 13:31:00,17746.0,United Kingdom
C520355,2010-08-25 13:32:00,15625.0,United Kingdom
520356,2010-08-25 13:33:00,17961.0,United Kingdom
520357,2010-08-25 13:34:00,16654.0,United Kingdom
C520358,2010-08-25 13:35:00,13777.0,United Kingdom
520359,2010-08-25 13:36:00,16103.0,United Kingdom
C520360,2010-08-25 13:40:00,13154.0,United Kingdom
520361,2010-08-25 13:44:00,13548.0,United Kingdom
520362,2010-08-25 13:46:00,17841.0,United Kingdom
520364,2010-08-25 14:18:00,18077.0,United Kingdom
520367,2010-08-25 14:34:00,12599.0,France
520372,2010-08-25 14:35:00,13534.0,United Kingdom
520370,2010-08-25 14:35:00,12875.0,United Kingdom
520376,2010-08-25 14:38:00,14787.0,United Kingdom
520377,2010-08-25 14:45:00,14755.0,United Kingdom
520378,2010-08-25 14:46:00,14755.0,United Kingdom
520380,2010-08-25 14:53:00,16950.0,United Kingdom
520381,2010-08-25 14:53:00,14260.0,United Kingdom
520382,2010-08-25 14:55:00,14260.0,United Kingdom
520383,2010-08-25 14:55:00,18144.0,United Kingdom
520384,2010-08-25 14:58:00,17470.0,United Kingdom
C520385,2010-08-25 15:07:00,18062.0,United Kingdom
C520386,2010-08-25 15:12:00,16186.0,United Kingdom
520387,2010-08-25 15:15:00,13777.0,United Kingdom
520388,2010-08-25 15:24:00,15812.0,United Kingdom
C520389,2010-08-25 15:25:00,15091.0,United Kingdom
520390,2010-08-25 15:31:00,18196.0,United Kingdom
C520391,2010-08-25 15:39:00,15093.0,United Kingdom
520392,2010-08-25 15:40:00,16456.0,United Kingdom
C520393,2010-08-25 15:44:00,16456.0,United Kingdom
C520394,2010-08-25 15:51:00,13479.0,United Kingdom
520396,2010-08-25 15:58:00,17963.0,United Kingdom
520398,2010-08-25 16:11:00,13713.0,United Kingdom
520401,2010-08-25 16:58:00,16448.0,United Kingdom
520404,2010-08-25 17:06:00,14258.0,United Kingdom
520405,2010-08-25 17:27:00,17338.0,United Kingdom
520406,2010-08-26 09:23:00,16652.0,United Kingdom
520407,2010-08-26 09:31:00,14215.0,United Kingdom
520410,2010-08-26 09:34:00,16271.0,United Kingdom
520410,2010-08-26 09:35:00,16271.0,United Kingdom
C520413,2010-08-26 09:38:00,15498.0,United Kingdom
C520415,2010-08-26 09:41:00,17339.0,United Kingdom
520416,2010-08-26 09:42:00,13024.0,United Kingdom
520419,2010-08-26 09:52:00,14210.0,United Kingdom
520420,2010-08-26 09:53:00,14210.0,United Kingdom
520421,2010-08-26 09:56:00,18061.0,United Kingdom
C520422,2010-08-26 10:15:00,13150.0,United Kingdom
520423,2010-08-26 10:28:00,13648.0,United Kingdom
520424,2010-08-26 10:31:00,14026.0,United Kingdom
520425,2010-08-26 10:40:00,14236.0,United Kingdom
520426,2010-08-26 10:45:00,14268.0,United Kingdom
520427,2010-08-26 10:57:00,17005.0,United Kingdom
520428,2010-08-26 11:13:00,18093.0,United Kingdom
520484,2010-08-26 11:43:00,14930.0,Channel Islands
520485,2010-08-26 11:54:00,14866.0,United Kingdom
520493,2010-08-26 12:03:00,16652.0,United Kingdom
520494,2010-08-26 12:09:00,12621.0,Germany
520496,2010-08-26 12:10:00,16235.0,United Kingdom
520495,2010-08-26 12:10:00,17068.0,United Kingdom
520497,2010-08-26 12:17:00,18171.0,United Kingdom
520502,2010-08-26 12:38:00,14085.0,United Kingdom
520503,2010-08-26 12:40:00,18102.0,United Kingdom
520504,2010-08-26 12:43:00,18102.0,United Kingdom
520505,2010-08-26 12:51:00,17663.0,United Kingdom
520506,2010-08-26 12:52:00,14911.0,EIRE
520507,2010-08-26 12:56:00,17696.0,United Kingdom
520508,2010-08-26 13:00:00,13802.0,United Kingdom
520509,2010-08-26 13:09:00,12835.0,United Kingdom
520510,2010-08-26 13:20:00,16369.0,United Kingdom
520511,2010-08-26 13:22:00,15497.0,United Kingdom
520512,2010-08-26 13:23:00,12802.0,Netherlands
520513,2010-08-26 13:26:00,13065.0,United Kingdom
520514,2010-08-26 13:40:00,16159.0,United Kingdom
520515,2010-08-26 13:42:00,14075.0,United Kingdom
520516,2010-08-26 13:52:00,16242.0,United Kingdom
520517,2010-08-26 13:55:00,14101.0,United Kingdom
520518,2010-08-26 14:02:00,17709.0,United Kingdom
520519,2010-08-26 14:02:00,13277.0,United Kingdom
520520,2010-08-26 14:11:00,12800.0,Portugal
520521,2010-08-26 14:12:00,16375.0,United Kingdom
520522,2010-08-26 14:13:00,14482.0,United Kingdom
520523,2010-08-26 14:20:00,14482.0,United Kingdom
520524,2010-08-26 14:25:00,16375.0,United Kingdom
520525,2010-08-26 14:29:00,16807.0,United Kingdom
520527,2010-08-26 14:45:00,16288.0,United Kingdom
520528,2010-08-26 14:45:00,14221.0,United Kingdom
520526,2010-08-26 14:45:00,13889.0,United Kingdom
520529,2010-08-26 14:53:00,12471.0,Germany
520530,2010-08-26 15:03:00,17886.0,United Kingdom
C520531,2010-08-26 15:10:00,12836.0,United Kingdom
520532,2010-08-26 15:27:00,12836.0,United Kingdom
520534,2010-08-26 15:39:00,17714.0,United Kingdom
520535,2010-08-26 15:42:00,13047.0,United Kingdom
520536,2010-08-26 15:44:00,12779.0,Poland
520537,2010-08-26 15:47:00,17576.0,United Kingdom
520538,2010-08-26 15:54:00,17730.0,United Kingdom
520539,2010-08-26 16:00:00,14544.0,United Kingdom
520540,2010-08-26 16:00:00,16011.0,United Kingdom
C520541,2010-08-26 16:06:00,12720.0,Germany
C520542,2010-08-26 16:08:00,13485.0,United Kingdom
C520543,2010-08-26 16:11:00,17402.0,United Kingdom
520554,2010-08-26 16:25:00,16523.0,United Kingdom
520555,2010-08-26 16:36:00,16468.0,United Kingdom
C520556,2010-08-26 16:38:00,14342.0,United Kingdom
C520557,2010-08-26 16:41:00,17599.0,United Kingdom
520558,2010-08-26 16:42:00,15079.0,United Kingdom
520559,2010-08-26 16:43:00,13491.0,United Kingdom
520560,2010-08-26 16:44:00,15079.0,United Kingdom
520561,2010-08-26 16:46:00,14769.0,United Kingdom
520564,2010-08-26 17:11:00,17402.0,United Kingdom
520565,2010-08-26 17:19:00,13877.0,United Kingdom
520566,2010-08-26 17:53:00,16094.0,United Kingdom
520567,2010-08-26 17:56:00,16782.0,United Kingdom
520568,2010-08-26 18:32:00,14031.0,United Kingdom
520569,2010-08-26 19:57:00,13884.0,United Kingdom
520570,2010-08-26 20:07:00,16549.0,United Kingdom
520572,2010-08-27 09:35:00,14001.0,United Kingdom
520575,2010-08-27 10:05:00,12963.0,United Kingdom
C520576,2010-08-27 10:22:00,17649.0,United Kingdom
520577,2010-08-27 10:23:00,17649.0,United Kingdom
520582,2010-08-27 10:38:00,17732.0,United Kingdom
520584,2010-08-27 10:40:00,12839.0,United Kingdom
520585,2010-08-27 10:43:00,14110.0,United Kingdom
520600,2010-08-27 11:50:00,17048.0,United Kingdom
520601,2010-08-27 11:55:00,17692.0,United Kingdom
520602,2010-08-27 11:57:00,14499.0,United Kingdom
520612,2010-08-27 12:02:00,16421.0,United Kingdom
520614,2010-08-27 12:04:00,15623.0,United Kingdom
520626,2010-08-27 12:18:00,17869.0,United Kingdom
520654,2010-08-27 12:32:00,15358.0,United Kingdom
520663,2010-08-27 12:50:00,14062.0,United Kingdom
520664,2010-08-27 12:56:00,16197.0,United Kingdom
520665,2010-08-27 13:05:00,13206.0,United Kingdom
520666,2010-08-27 13:23:00,13478.0,United Kingdom
520669,2010-08-27 13:53:00,16870.0,United Kingdom
520671,2010-08-27 14:01:00,15311.0,United Kingdom
520672,2010-08-27 14:09:00,17270.0,United Kingdom
520673,2010-08-27 14:13:00,17894.0,United Kingdom
520674,2010-08-27 14:20:00,17961.0,United Kingdom
520675,2010-08-27 14:23:00,15808.0,United Kingdom
520676,2010-08-27 14:33:00,12747.0,United Kingdom
520677,2010-08-27 14:41:00,17351.0,United Kingdom
520678,2010-08-27 14:52:00,15271.0,United Kingdom
520679,2010-08-27 15:12:00,16539.0,United Kingdom
520680,2010-08-27 15:14:00,15480.0,Malta
520682,2010-08-27 15:38:00,14949.0,United Kingdom
520683,2010-08-27 15:47:00,17961.0,United Kingdom
520686,2010-08-27 16:10:00,17351.0,United Kingdom
520693,2010-08-29 10:16:00,13995.0,United Kingdom
520694,2010-08-29 10:38:00,15784.0,United Kingdom
520695,2010-08-29 10:42:00,15430.0,United Kingdom
520696,2010-08-29 10:45:00,14770.0,United Kingdom
520697,2010-08-29 11:03:00,16923.0,United Kingdom
520698,2010-08-29 11:15:00,15465.0,United Kingdom
520699,2010-08-29 11:23:00,13242.0,United Kingdom
520700,2010-08-29 11:31:00,15976.0,United Kingdom
520701,2010-08-29 11:38:00,15058.0,United Kingdom
520702,2010-08-29 11:42:00,15936.0,United Kingdom
520703,2010-08-29 11:47:00,15074.0,United Kingdom
520704,2010-08-29 12:05:00,13102.0,United Kingdom
520705,2010-08-29 12:07:00,13203.0,United Kingdom
520706,2010-08-29 12:31:00,15166.0,United Kingdom
520707,2010-08-29 12:43:00,17584.0,United Kingdom
520709,2010-08-29 12:53:00,14693.0,United Kingdom
520708,2010-08-29 12:53:00,18172.0,United Kingdom
520710,2010-08-29 13:11:00,14388.0,United Kingdom
520711,2010-08-29 13:35:00,14607.0,United Kingdom
520712,2010-08-29 13:48:00,13059.0,United Kingdom
520714,2010-08-29 13:49:00,14422.0,United Kingdom
520713,2010-08-29 13:49:00,15722.0,United Kingdom
520715,2010-08-29 13:58:00,16510.0,United Kingdom
520716,2010-08-29 14:03:00,15722.0,United Kingdom
520717,2010-08-29 14:13:00,13093.0,United Kingdom
520718,2010-08-29 14:20:00,13540.0,United Kingdom
520719,2010-08-29 14:30:00,17792.0,United Kingdom
520720,2010-08-29 14:36:00,13069.0,United Kingdom
520721,2010-08-29 14:36:00,13922.0,United Kingdom
520722,2010-08-29 14:44:00,18149.0,United Kingdom
520723,2010-08-29 14:48:00,12889.0,United Kingdom
520724,2010-08-29 15:07:00,17841.0,United Kingdom
C520725,2010-08-29 15:40:00,16755.0,United Kingdom
520726,2010-08-29 15:43:00,17442.0,United Kingdom
520727,2010-08-29 15:45:00,16755.0,United Kingdom
520728,2010-08-29 15:47:00,18226.0,United Kingdom
520729,2010-08-29 15:51:00,15555.0,United Kingdom
520730,2010-08-29 15:54:00,13093.0,United Kingdom
520731,2010-08-29 15:57:00,15555.0,United Kingdom
520732,2010-08-29 16:01:00,17384.0,United Kingdom
520733,2010-08-31 08:16:00,15955.0,United Kingdom
520734,2010-08-31 08:43:00,16975.0,United Kingdom
520737,2010-08-31 09:31:00,12423.0,Denmark
520736,2010-08-31 09:31:00,18102.0,United Kingdom
520738,2010-08-31 09:36:00,14837.0,United Kingdom
520740,2010-08-31 10:11:00,14885.0,United Kingdom
520742,2010-08-31 10:12:00,14299.0,United Kingdom
C520743,2010-08-31 10:36:00,13889.0,United Kingdom
520745,2010-08-31 10:47:00,14032.0,United Kingdom
520744,2010-08-31 10:47:00,13178.0,United Kingdom
520746,2010-08-31 10:52:00,14911.0,EIRE
520750,2010-08-31 11:04:00,15480.0,Malta
C520749,2010-08-31 11:04:00,15480.0,Malta
C520752,2010-08-31 11:13:00,13884.0,United Kingdom
520754,2010-08-31 11:14:00,15981.0,United Kingdom
520815,2010-08-31 11:40:00,15910.0,United Kingdom
520819,2010-08-31 11:53:00,13089.0,United Kingdom
520820,2010-08-31 11:55:00,13089.0,United Kingdom
520821,2010-08-31 11:58:00,12804.0,Netherlands
520822,2010-08-31 12:05:00,13199.0,United Kingdom
520823,2010-08-31 12:06:00,13199.0,United Kingdom
520825,2010-08-31 12:35:00,14433.0,United Kingdom
520826,2010-08-31 12:37:00,17685.0,United Kingdom
C520839,2010-08-31 12:43:00,14646.0,Netherlands
520847,2010-08-31 12:48:00,16791.0,United Kingdom
520848,2010-08-31 12:52:00,12623.0,Germany
520849,2010-08-31 12:57:00,13863.0,United Kingdom
520850,2010-08-31 12:59:00,16656.0,United Kingdom
C520851,2010-08-31 13:00:00,12623.0,Germany
C520853,2010-08-31 13:13:00,12709.0,Germany
520854,2010-08-31 13:18:00,14634.0,United Kingdom
520855,2010-08-31 13:22:00,14527.0,United Kingdom
520856,2010-08-31 13:26:00,16458.0,United Kingdom
520857,2010-08-31 13:41:00,17126.0,United Kingdom
520858,2010-08-31 13:42:00,13963.0,United Kingdom
520859,2010-08-31 13:51:00,17377.0,United Kingdom
520861,2010-08-31 13:57:00,13714.0,United Kingdom
520860,2010-08-31 13:57:00,12540.0,Spain
520865,2010-08-31 14:23:00,13468.0,United Kingdom
520870,2010-08-31 14:40:00,15298.0,United Kingdom
520871,2010-08-31 14:50:00,13715.0,United Kingdom
520872,2010-08-31 14:54:00,12380.0,Belgium
520873,2010-08-31 15:03:00,14233.0,United Kingdom
520874,2010-08-31 15:06:00,14543.0,United Kingdom
520875,2010-08-31 15:17:00,16098.0,United Kingdom
520876,2010-08-31 15:21:00,12651.0,France
520877,2010-08-31 15:28:00,17346.0,United Kingdom
520879,2010-08-31 15:37:00,14045.0,United Kingdom
520880,2010-08-31 15:46:00,16670.0,United Kingdom
520881,2010-08-31 15:47:00,16670.0,United Kingdom
520882,2010-08-31 15:51:00,12843.0,United Kingdom
520883,2010-08-31 16:02:00,14911.0,EIRE
520884,2010-08-31 16:11:00,16919.0,United Kingdom
520885,2010-08-31 16:21:00,14040.0,United Kingdom
520886,2010-08-31 16:22:00,14040.0,United Kingdom
C520888,2010-08-31 16:53:00,17145.0,United Kingdom
520892,2010-08-31 17:25:00,12573.0,France
520894,2010-08-31 17:31:00,16549.0,United Kingdom
520893,2010-08-31 17:31:00,16819.0,United Kingdom
520895,2010-08-31 17:37:00,16819.0,United Kingdom
520896,2010-08-31 17:39:00,16658.0,United Kingdom
C520897,2010-08-31 17:44:00,16658.0,United Kingdom
520899,2010-09-01 09:25:00,12645.0,Germany
520899,2010-09-01 09:26:00,12645.0,Germany
520900,2010-09-01 09:31:00,15078.0,United Kingdom
520901,2010-09-01 09:33:00,15078.0,United Kingdom
520902,2010-09-01 10:11:00,14025.0,United Kingdom
520903,2010-09-01 10:13:00,16607.0,United Kingdom
520904,2010-09-01 10:15:00,16607.0,United Kingdom
520906,2010-09-01 10:30:00,17511.0,United Kingdom
520947,2010-09-01 10:47:00,12761.0,Netherlands
520948,2010-09-01 11:05:00,14646.0,Netherlands
520949,2010-09-01 11:22:00,15498.0,United Kingdom
520950,2010-09-01 11:23:00,13815.0,Germany
C520951,2010-09-01 11:33:00,18009.0,United Kingdom
520952,2010-09-01 11:43:00,14901.0,United Kingdom
520953,2010-09-01 11:49:00,12841.0,United Kingdom
520954,2010-09-01 11:52:00,16290.0,United Kingdom
520955,2010-09-01 12:00:00,15810.0,United Kingdom
C520956,2010-09-01 12:02:00,16592.0,United Kingdom
C520957,2010-09-01 12:03:00,16700.0,United Kingdom
C520958,2010-09-01 12:04:00,13089.0,United Kingdom
C520959,2010-09-01 12:06:00,16168.0,United Kingdom
520960,2010-09-01 12:11:00,14606.0,United Kingdom
C520961,2010-09-01 12:12:00,13650.0,United Kingdom
C520962,2010-09-01 12:15:00,15980.0,United Kingdom
C520963,2010-09-01 12:17:00,17599.0,United Kingdom
C520964,2010-09-01 12:17:00,12721.0,France
C520965,2010-09-01 12:19:00,13777.0,United Kingdom
520966,2010-09-01 12:20:00,14265.0,Unspecified
C520967,2010-09-01 12:21:00,18223.0,United Kingdom
520968,2010-09-01 12:21:00,14299.0,United Kingdom
C520969,2010-09-01 12:22:00,16170.0,United Kingdom
C520970,2010-09-01 12:23:00,12621.0,Germany
C520971,2010-09-01 12:34:00,12771.0,Portugal
520972,2010-09-01 12:38:00,12391.0,Cyprus
520973,2010-09-01 12:45:00,14175.0,United Kingdom
520974,2010-09-01 12:51:00,15611.0,United Kingdom
C520975,2010-09-01 12:52:00,14156.0,EIRE
C520976,2010-09-01 12:55:00,15615.0,United Kingdom
C520977,2010-09-01 12:56:00,13078.0,United Kingdom
520987,2010-09-01 13:06:00,12838.0,United Kingdom
C520988,2010-09-01 13:11:00,17677.0,United Kingdom
520989,2010-09-01 13:12:00,13089.0,United Kingdom
520990,2010-09-01 13:21:00,15311.0,United Kingdom
C520991,2010-09-01 13:28:00,18226.0,United Kingdom
C520993,2010-09-01 13:30:00,13980.0,United Kingdom
C520994,2010-09-01 13:32:00,16670.0,United Kingdom
C520995,2010-09-01 13:35:00,13093.0,United Kingdom
C520996,2010-09-01 13:37:00,13329.0,United Kingdom
C520997,2010-09-01 13:38:00,15296.0,United Kingdom
520999,2010-09-01 13:39:00,17215.0,United Kingdom
C521000,2010-09-01 13:43:00,16103.0,United Kingdom
521001,2010-09-01 13:44:00,17926.0,United Kingdom
521002,2010-09-01 13:57:00,15199.0,United Kingdom
521003,2010-09-01 13:58:00,13989.0,United Kingdom
521004,2010-09-01 13:59:00,13399.0,United Kingdom
C521005,2010-09-01 14:19:00,12915.0,United Kingdom
521006,2010-09-01 14:20:00,18258.0,United Kingdom
C521007,2010-09-01 14:22:00,17602.0,United Kingdom
C521008,2010-09-01 14:23:00,13534.0,United Kingdom
C521009,2010-09-01 14:35:00,12997.0,United Kingdom
521010,2010-09-01 14:37:00,15574.0,United Kingdom
C521011,2010-09-01 14:40:00,12519.0,Germany
521012,2010-09-01 14:52:00,17888.0,United Kingdom
521014,2010-09-01 14:55:00,17611.0,United Kingdom
C521013,2010-09-01 14:55:00,13024.0,United Kingdom
C521015,2010-09-01 14:56:00,13877.0,United Kingdom
C521016,2010-09-01 14:58:00,15240.0,United Kingdom
C521017,2010-09-01 15:04:00,16133.0,United Kingdom
C521018,2010-09-01 15:06:00,12802.0,Netherlands
C521020,2010-09-01 15:08:00,16320.0,Unspecified
521019,2010-09-01 15:08:00,16292.0,United Kingdom
C521021,2010-09-01 15:09:00,16103.0,United Kingdom
C521022,2010-09-01 15:12:00,12720.0,Germany
C521023,2010-09-01 15:20:00,15247.0,United Kingdom
521026,2010-09-01 15:32:00,15290.0,United Kingdom
521027,2010-09-01 15:49:00,17753.0,United Kingdom
521030,2010-09-01 17:15:00,14167.0,United Kingdom
521032,2010-09-02 08:06:00,18144.0,United Kingdom
521033,2010-09-02 08:08:00,12898.0,United Kingdom
521034,2010-09-02 08:42:00,15803.0,United Kingdom
521035,2010-09-02 08:57:00,16258.0,United Kingdom
521036,2010-09-02 09:04:00,12949.0,United Kingdom
521038,2010-09-02 09:14:00,12589.0,France
521037,2010-09-02 09:14:00,12678.0,France
C521039,2010-09-02 09:17:00,15142.0,United Kingdom
521040,2010-09-02 09:27:00,12471.0,Germany
C521041,2010-09-02 09:31:00,12589.0,France
521043,2010-09-02 09:41:00,13472.0,United Kingdom
521044,2010-09-02 10:04:00,13916.0,United Kingdom
521057,2010-09-02 10:18:00,17735.0,United Kingdom
521071,2010-09-02 10:25:00,16168.0,United Kingdom
521097,2010-09-02 10:37:00,12589.0,France
521111,2010-09-02 10:43:00,12589.0,France
521112,2010-09-02 10:47:00,14646.0,Netherlands
C521113,2010-09-02 10:56:00,13648.0,United Kingdom
521114,2010-09-02 11:28:00,15039.0,United Kingdom
521115,2010-09-02 11:30:00,14911.0,EIRE
521116,2010-09-02 11:34:00,17695.0,United Kingdom
521117,2010-09-02 11:37:00,14562.0,United Kingdom
521118,2010-09-02 11:45:00,14092.0,United Kingdom
521119,2010-09-02 11:45:00,17068.0,United Kingdom
521120,2010-09-02 11:54:00,16145.0,United Kingdom
521121,2010-09-02 12:04:00,17867.0,United Kingdom
521122,2010-09-02 12:08:00,15677.0,United Kingdom
521123,2010-09-02 12:12:00,17867.0,United Kingdom
521124,2010-09-02 12:16:00,16993.0,United Kingdom
521125,2010-09-02 12:22:00,16919.0,United Kingdom
521126,2010-09-02 12:22:00,12414.0,Austria
521127,2010-09-02 12:26:00,16915.0,United Kingdom
521128,2010-09-02 12:35:00,13004.0,United Kingdom
521129,2010-09-02 12:36:00,16746.0,United Kingdom
521130,2010-09-02 12:44:00,15856.0,United Kingdom
C521131,2010-09-02 12:49:00,13564.0,United Kingdom
521132,2010-09-02 12:53:00,14796.0,United Kingdom
521148,2010-09-02 13:27:00,16065.0,United Kingdom
521149,2010-09-02 13:29:00,14326.0,United Kingdom
521150,2010-09-02 13:33:00,13564.0,United Kingdom
521151,2010-09-02 13:36:00,13564.0,United Kingdom
521152,2010-09-02 13:38:00,17243.0,United Kingdom
521153,2010-09-02 13:40:00,16607.0,United Kingdom
521154,2010-09-02 13:42:00,12414.0,Austria
C521155,2010-09-02 13:43:00,12414.0,Austria
521156,2010-09-02 13:46:00,13564.0,United Kingdom
521157,2010-09-02 13:47:00,12414.0,Austria
C521158,2010-09-02 13:53:00,12414.0,Austria
521159,2010-09-02 13:57:00,16779.0,United Kingdom
521160,2010-09-02 14:12:00,15738.0,United Kingdom
521161,2010-09-02 14:21:00,12788.0,Netherlands
521162,2010-09-02 14:22:00,12598.0,France
521163,2010-09-02 14:25:00,18182.0,United Kingdom
C521164,2010-09-02 14:33:00,17867.0,United Kingdom
521165,2010-09-02 14:46:00,14283.0,United Kingdom
521166,2010-09-02 14:52:00,17238.0,United Kingdom
521167,2010-09-02 15:04:00,15227.0,United Kingdom
521168,2010-09-02 15:05:00,16161.0,United Kingdom
521170,2010-09-02 15:09:00,15043.0,United Kingdom
521172,2010-09-02 15:35:00,12451.0,Switzerland
521173,2010-09-02 15:37:00,15191.0,United Kingdom
521174,2010-09-02 15:38:00,12451.0,Switzerland
521175,2010-09-02 15:50:00,15901.0,United Kingdom
521176,2010-09-02 15:51:00,16351.0,United Kingdom
521177,2010-09-02 15:52:00,15564.0,United Kingdom
521178,2010-09-02 15:58:00,12831.0,United Kingdom
521179,2010-09-02 16:00:00,12831.0,United Kingdom
521180,2010-09-02 16:01:00,12937.0,United Kingdom
521181,2010-09-02 16:07:00,13629.0,United Kingdom
521182,2010-09-02 16:14:00,14298.0,United Kingdom
521183,2010-09-02 16:19:00,15769.0,United Kingdom
521184,2010-09-02 16:20:00,15769.0,United Kingdom
521185,2010-09-02 16:33:00,16133.0,United Kingdom
521186,2010-09-02 16:39:00,14908.0,United Kingdom
521187,2010-09-02 16:40:00,15779.0,United Kingdom
521189,2010-09-02 16:47:00,13077.0,United Kingdom
521188,2010-09-02 16:47:00,16225.0,United Kingdom
521192,2010-09-02 16:55:00,15094.0,United Kingdom
521193,2010-09-02 16:55:00,13414.0,United Kingdom
521194,2010-09-02 17:04:00,13992.0,United Kingdom
521195,2010-09-02 17:17:00,15424.0,United Kingdom
521196,2010-09-02 17:19:00,15081.0,United Kingdom
521197,2010-09-02 17:28:00,14180.0,United Kingdom
521199,2010-09-02 17:36:00,16872.0,United Kingdom
C521201,2010-09-02 17:45:00,16993.0,United Kingdom
521200,2010-09-02 17:45:00,17675.0,United Kingdom
521203,2010-09-02 18:04:00,12431.0,Australia
521204,2010-09-02 18:13:00,14667.0,United Kingdom
521206,2010-09-02 18:22:00,12823.0,United Kingdom
521205,2010-09-02 18:22:00,17324.0,United Kingdom
521207,2010-09-02 18:24:00,13856.0,United Kingdom
521208,2010-09-02 18:32:00,14739.0,United Kingdom
521209,2010-09-02 19:17:00,16239.0,United Kingdom
521210,2010-09-02 19:18:00,16027.0,United Kingdom
521211,2010-09-02 19:19:00,17512.0,United Kingdom
521213,2010-09-03 09:14:00,16325.0,United Kingdom
521214,2010-09-03 09:27:00,12683.0,France
521215,2010-09-03 09:31:00,14058.0,United Kingdom
521217,2010-09-03 09:51:00,15260.0,United Kingdom
C521218,2010-09-03 10:00:00,16553.0,United Kingdom
521219,2010-09-03 10:13:00,13089.0,United Kingdom
521220,2010-09-03 10:24:00,12808.0,Portugal
521221,2010-09-03 10:31:00,16353.0,United Kingdom
521222,2010-09-03 10:39:00,17287.0,United Kingdom
521223,2010-09-03 10:43:00,17454.0,United Kingdom
521225,2010-09-03 10:48:00,15640.0,United Kingdom
521226,2010-09-03 10:49:00,16719.0,United Kingdom
521226,2010-09-03 10:50:00,16719.0,United Kingdom
521227,2010-09-03 10:52:00,14086.0,United Kingdom
C521228,2010-09-03 10:57:00,13995.0,United Kingdom
C521232,2010-09-03 11:13:00,16292.0,United Kingdom
C521233,2010-09-03 11:17:00,13093.0,United Kingdom
521244,2010-09-03 11:23:00,15061.0,United Kingdom
521250,2010-09-03 11:25:00,15061.0,United Kingdom
521254,2010-09-03 11:26:00,15061.0,United Kingdom
C521265,2010-09-03 11:30:00,17049.0,United Kingdom
521268,2010-09-03 11:30:00,15378.0,United Kingdom
521269,2010-09-03 11:31:00,13408.0,United Kingdom
